soil_type,ph,ec,oc,av_p,av_k,av_s,av_zn,av_b,av_fe,av_cu,av_mn
Black,7.4,0.09,0.34,9.7,186,14,0.13,0.96,4.048,0.35,2.723
Black,7.4,0.08,0.34,8.3,184,17,0.12,0.792,4.169,0.393,3.192
Black,7.5,0.09,0.39,6.3,170,4,0.14,1.008,4.834,0.35,2.924
Black,7.5,0.1,0.34,10.2,189,7,0.09,0.816,3.686,0.329,3.616
Black,7.5,0.09,0.29,7.8,194,6,0.13,0.48,5.094,0.414,4.085
Red,7.6,0.07,0.52,8.3,151,5,0.05,0.672,3.105,0.265,2.79
Red,7.5,0.09,0.48,7.3,168,4,0.05,0.552,3.927,0.244,2.924
Red,7.5,0.12,0.33,10.7,171,6,0.18,1.2,3.565,0.35,2.902
Red,6.6,0.12,0.3,60.7,144,7,0.16,0.84,19.95,0.372,7.031
Red,6.3,0.07,0.32,61.2,146,9,0.18,1.344,18.73,0.435,7.724
Black,8.4,0.43,0.35,14.1,43,12,0.16,2.304,1.606,0.184,1.382
Black,9.1,0.37,0.47,14.1,55,4,0.26,1.224,2.212,0.149,2.108
Red,8.6,0.11,0.3,31.1,59,7,0.14,0.144,3.303,0.377,1.265
Red,8.4,0.27,0.25,26.7,96,4,0.55,1.152,2.152,0.394,3.382
Red,7.2,0.16,0.22,24.3,60,7,0.23,0.696,6.212,0.394,1.302
Red,8.7,0.21,0.62,29.6,86,3,0.62,1.44,2.333,0.429,2.295
Loam,8.3,0.08,0.21,30.6,41,10,0.14,1.392,3.909,0.412,2.412
Red,7.9,0.07,0.17,21.9,43,15,0.12,0.072,6.152,0.429,1.452
Red,9.4,0.3,0.28,27.2,58,1,0.16,3.024,2.636,0.289,2.084
Red,8.5,0.12,0.18,33.5,68,2,0.16,0.432,4.273,0.271,1.85
Red,7.3,0.15,0.19,16.5,78,7,0.13,0.36,2.576,0.236,1.897
Red,7.2,0.14,0.14,15.1,66,3,0.13,0.552,2.636,0.289,6.628
Red,6.6,0.07,0.22,15.1,25,9,0.16,0.504,12.45,0.201,7.518
Black,6.4,0.08,0.24,25.2,23,22,0.17,2.112,13.24,0.236,1.358
Black,7.2,0.1,0.2,15.1,69,8,0.19,0.456,1.788,0.149,1.311
Black,7.3,0.09,0.18,24.8,65,6,0.2,1.104,2.152,0.166,2.763
Red,6.9,0.18,0.27,38.8,48,18,0.17,0.792,10.82,0.201,4.356
Red,6.4,0.17,0.23,46.1,49,19,0.15,0.264,6.605,0.079,1.124
Red,8.1,0.12,0.31,18.9,57,10,0.16,0.504,1.485,0.236,2.014
Red,6.8,0.18,0.22,31.1,32,8,0.16,3.648,10.7,0.131,1.197
Black,6.9,0.09,0.32,18.5,25,5,0.19,1.008,12.57,0.444,8.547
Black,6.9,0.09,0.3,14.1,28,6,0.23,1.368,12.15,0.611,5.488
Black,6.8,0.01,0.32,10.7,26,5,0.19,1.968,14.41,0.583,8.488
Black,6.5,0.08,0.33,12.6,23,3,0.16,2.184,14.49,0.556,8.77
Black,6.6,0.09,0.28,10.7,20,3,0.21,2.088,12.46,0.667,7.871
Black,6.2,0.09,0.33,15.1,20,3,0.24,1.752,15.2,0.694,8.301
Black,6.1,0.05,0.24,12.6,14,3,0.13,1.968,17.7,0.389,10.29
Black,5.7,0.06,0.26,9.2,16,3,0.23,2.184,17.62,0.556,10.49
Black,5.7,0.06,0.27,8.3,14,2,0.19,2.088,19.88,0.5,9.98
Black,6.5,0.15,0.77,27.7,130,2,0.44,1.944,17.23,0.433,7.91
Black,6.2,0.04,0.2,13.6,40,11,0.38,1.704,50.51,0.771,10.68
Black,6,0.05,1.6,9.2,41,3,0.37,2.16,36.6,0.361,10.21
Black,6.1,0.06,1.61,9.7,41,2,0.45,2.088,38.16,0.444,10.96
Black,6,0.08,1.37,13.1,92,2,0.62,1.728,31.91,0.583,9.082
Black,5.9,0.03,1.61,12.6,46,2,0.31,1.128,48.16,0.389,10.8
Black,5.9,0.03,1.74,7.3,43,2,0.53,1.008,54.73,0.833,21.46
Black,6.1,0.01,2.19,8.3,34,1,0.64,0.936,54.1,0.972,25.61
Black,5.7,0.07,1.62,16,39,5,0.49,1.896,45.74,0.667,21.5
Black,6.2,0.08,2.37,11.7,42,2,0.76,1.728,55.98,1.023,30.76
Black,6,0.08,1.22,14.6,64,8,0.3,1.464,39.49,0.269,9.316
Sandy,6.2,0.12,0.24,10.2,65,4,0.16,1.968,26.58,0.583,4.785
Sandy,7.1,0.17,0.34,10.2,11,10,0.19,1.944,21.85,0.889,2.52
Sandy,7.4,0.08,0.62,37.9,31,6,0.22,1.824,26.05,1.444,1.585
Black,7.2,0.12,0.32,18,14,16,0.26,1.464,25.43,1.556,2.754
Black,7.5,0.08,0.5,40.8,32,12,0.34,1.248,29.41,1.861,1.828
Red,6.8,0.1,0.59,39.8,38,6,0.55,1.224,30.12,0.944,6.895
Sandy,7.1,0.1,0.69,44.2,34,4,0.63,1.512,29.57,1,6.777
Sandy,7.9,0.1,0.37,42.2,26,8,0.11,1.656,7.148,0.25,1.621
Sandy,8.2,0.11,0.45,23.3,30,11,0.09,1.944,5.742,0.389,1.426
Sandy,8.5,0.08,0.48,24.3,31,4,0.24,1.656,5.742,0.389,3.027
Sandy,7.4,0.25,0.45,9.2,10,49,0.37,1.944,9.883,0.611,4.238
Black,7.6,0.17,0.42,8.7,6,6,0.14,1.464,7.227,0.306,3.029
Black,7.7,0.1,0.53,5.3,7,11,0.18,0.984,6.055,1,3.379
Black,8.6,0.18,0.85,9.7,8,13,0.58,1.224,4.142,1.13,0.982
Black,8.8,0.14,0.57,8.7,6,4,0.6,1.488,4.378,1.05,1.738
Sandy,6.9,0.09,0.32,12.6,19,7,0.2,2.28,27.46,0.58,4.121
Sandy,6.3,0.1,0.35,10.2,8,5,0.16,1.704,28.32,0.55,4.395
Sandy,6.9,0.14,0.33,21.9,7,13,0.6,1.968,27.46,1.111,5.723
Sandy,7.5,0.08,0.54,19.4,11,18,0.44,1.464,12.7,0.611,2.637
Black,7.5,0.08,0.38,13.6,7,22,0.49,1.032,16.13,0.722,2.988
Black,8.4,0.07,0.2,19.9,98,3,0.13,0.72,1.507,0.306,1.593
Black,8.2,0.12,0.26,30.1,111,17,0.11,0.648,1.485,0.166,1.218
Black,8.3,0.1,0.31,18,54,7,0.12,0.216,1.848,0.201,1.031
Red,9.1,0.23,0.2,33,60,4,0.21,1.896,1.424,0.184,0.867
Red,9.5,0.2,0.1,15.1,54,12,0.32,1.224,1.121,0.324,1.054
Sandy,8.7,0.22,0.54,47.1,113,11,0.4,2.424,1.727,0.447,1.569
Black,8.5,0.22,0.41,16,231,21,0.42,1.968,1.667,0.569,1.499
Black,8.2,0.24,0.5,18.9,166,11,0.42,2.64,1.909,0.429,1.358
Black,9.1,0.2,0.47,43.2,84,14,0.2,3.576,2.03,0.394,1.456
Black,8.9,0.2,0.56,20.4,216,17,0.21,3.792,2.939,0.298,1.475
Black,8.7,0.13,0.33,18.9,125,4,0.11,0.768,2.091,0.412,1.218
Black,8.6,0.14,0.77,16.5,101,7,0.08,0.12,2.273,0.289,1.124
Red,8.3,0.11,0.34,17,127,3,0.12,0.504,3.182,0.236,1.171
Black,8.1,0.12,0.28,17.5,52,16,0.13,0.408,3.545,0.342,1.241
Black,7.9,0.17,0.32,55.4,131,4,0.2,0.72,3.667,0.324,2.037
Black,7.8,0.38,0.47,35.4,133,23,0.12,0.768,2.758,0.259,2.201
Black,7.9,0.4,0.29,40.3,159,8,0.12,0.456,2.758,0.552,2.225
Black,8,0.33,0.4,43.7,176,3,0.17,0.888,2.758,0.306,2.091
Red,7.4,0.19,0.21,25.7,46,2,0.16,0.312,5.727,0.342,3.489
Red,7.3,0.22,0.25,46.1,43,25,0.16,0.72,5.364,0.184,1.405
Sandy,7.8,0.14,0.38,12.1,7,9,0.67,1.704,9.102,1.361,3.34
Sandy,6.1,0.06,0.15,8.7,13,9,0.65,1.68,10.52,0.917,8.965
Sandy,6.2,0.05,0.18,7.3,28,8,0.73,1.44,10.9,1,10.02
Black,6.6,0.04,0.26,11.7,42,10,0.48,1.248,16.52,1.972,32.21
Black,6.5,0.06,0.51,13.1,90,13,0.87,1.272,21.13,3.444,41.74
Black,6.5,0.05,0.34,24.8,27,8,0.52,2.352,17.93,2.472,31.66
Black,6.2,0.05,0.38,13.1,22,9,0.29,1.944,14.57,0.972,16.07
Black,6.1,0.08,0.34,54.4,42,13,0.3,1.704,12.7,0.778,16.04
Red,6,0.07,0.32,28.2,20,4,0.37,1.56,23.16,2.611,25.29
Red,6.5,0.06,0.79,17.5,26,5,0.28,2.04,19.26,1.194,26.43
Sandy,6.3,0.05,0.37,8.7,6,26,0.18,1.944,12.74,0.817,17.17
Red,6,0.06,0.24,6.3,4,21,0.16,1.992,12.15,0.639,14.12
Sandy,5.3,0.12,0.62,17.5,3,20,0.22,1.752,19.34,0.444,20.14
Sandy,5.2,0.03,0.58,13.6,5,20,0.41,1.44,30.74,1.111,32.05
Sandy,5.3,0.09,0.42,15.5,25,18,0.23,0.96,18.24,0.444,20.25
Sandy,5.4,0.2,0.54,11.2,12,14,0.2,1.2,20.27,0.472,18.07
Sandy,6.4,0.1,0.76,32.5,4,19,0.53,2.184,15.59,0.3614,6.816
Sandy,6.9,0.17,1.57,29.1,4,5,1.01,1.68,6.758,1.083,5.293
Sandy,7.3,0.1,0.61,37.4,5,7,0.62,1.44,14.96,0.444,6.129
Sandy,7.5,0.17,1.85,49.5,4,6,1.02,1.44,6.836,1.083,6.204
Sandy,5.9,0.6,0.83,47.6,70,4,0.78,1.944,40.51,0.889,14.98
Sandy,7.1,0.05,0.32,34,17,33,0.2,1.704,10.27,0.306,3.939
Red,7.2,0.06,0.29,40.3,14,39,0.02,1.2,1.747,0.206,0.213
Red,6.2,0.06,0.93,56.3,65,27,0.64,1.464,35.35,0.722,12.6
Red,7.2,0.07,0.23,17.5,22,46,0.38,1.992,5.82,0.417,2.375
Red,5.9,0.04,0.26,24.3,21,15,0.2,1.92,21.68,0.556,9.996
Sandy,5.5,0.08,0.46,24.8,42,18,0.36,1.704,24.18,1.086,19.05
Sandy,6.4,0.04,0.37,37.4,30,28,0.16,1.488,13.09,0.75,9.202
Sandy,6.5,0.03,0.37,17,34,29,0.19,1.752,13.01,0.806,9.523
Sandy,6.5,0.08,0.48,51.5,44,17,0.34,1.296,26.76,1.056,19.17
Sandy,7.1,0.07,0.3,17,43,6,0.26,1.512,5.742,0.583,3.099
Sandy,7.8,0.07,0.22,13.6,29,20,0.09,1.368,4.026,0.5,2.725
Sandy,7.9,0.07,0.3,12.1,31,15,0.18,1.248,4.378,0.472,2.937
Sandy,7.3,0.01,0.47,13.6,52,18,0.58,1.464,18.24,1.385,7.405
Sandy,6.5,0.08,0.25,15.5,16,14,0.27,1.704,15.35,0.644,7.089
Sandy,6.2,0.08,0.2,16,15,16,0.23,1.656,14.65,0.414,8.535
Sandy,6.2,0.08,0.29,14.1,18,7,0.2,1.368,11.6,0.418,8.223
Red,6.3,0.07,0.39,14.6,21,11,0.2,1.416,11.52,0.557,8.379
Sandy,6.3,0.07,0.42,16,19,16,0.17,1.248,11.52,0.301,8.379
Sandy,6.7,0.13,0.41,18,47,10,0.44,1.992,11.57,0.889,8.926
Brown,6.7,0.08,0.76,13.1,222,46,1.11,1.296,15.18,1.512,10.1
Red,6.8,0.09,0.75,7.3,212,46,0.86,1.584,9.878,1.567,9.418
Red,6.9,0.15,0.83,12.6,209,37,0.82,2.952,8.898,1.512,9.9
Brown,7.2,0.21,0.72,33.5,199,42,0.74,2.28,7.755,2.439,6.888
Black,7.2,0.21,0.5,20.4,205,34,0.26,0.312,8.571,1.24,6.606
Black,7.2,0.16,0.44,14.6,197,39,0.25,0.192,7.693,1.213,6.647
Black,8,0.16,0.36,40.3,122,44,0.35,0.24,4.98,1.594,2.871
Black,8.1,0.1,0.22,19.4,124,34,0.38,0.096,5.224,1.649,2.992
Brown,7.4,0.17,0.45,10.2,181,45,0.3,0.192,6.367,0.668,5.843
Brown,7.2,0.2,0.41,24.8,172,35,0.22,0.024,6.531,0.777,5.723
Brown,7.4,0.33,0.78,15.1,140,37,1.04,0.36,6.923,2.956,8.839
Red,7.9,0.15,0.42,14.6,228,31,0.43,0.264,3.021,1.263,2.031
Red,7.7,0.13,0.84,14.1,164,41,0.47,0.84,4.894,1.178,2.321
Red,7.6,0.12,0.38,36.9,225,30,1.28,0.936,7.796,2.813,7.188
Red,6.2,0.11,0.83,21.4,71,30,0.23,0.528,16.56,0.52,14.35
Black,7.4,0.14,0.53,38.8,234,24,0.68,1.032,7.461,2.558,7.679
Red,7.4,0.26,0.53,14.6,235,26,0.32,1.992,4.532,1.518,6.406
Black,7.4,0.18,0.44,14.6,218,44,0.38,0.936,5.861,0.584,7.567
Brown,7.4,0.17,0.38,13.6,231,38,0.49,0.336,6.797,0.924,7.656
Black,7.3,0.07,0.32,14.6,51,37,0.13,0.192,9.063,0.35,5.583
Sandy,6.4,0.03,0.35,19.4,103,24,0.3,1.248,17.94,0.278,18.84
Sandy,6.8,0.1,0.26,17,66,19,0.14,1.032,5.92,0.205,5.182
Red,6.5,0.11,0.72,10.7,97,9,0.04,2.064,7.76,1.099,41.18
Sandy,5.8,0.16,0.57,19.9,124,12,0.46,2.208,26.6,0.109,20.66
Sandy,5.8,0.12,0.29,11.7,55,23,0.21,0.576,14.51,0.157,13.19
Sandy,5.9,0.1,0.25,12.1,57,33,0.27,0.768,14.94,0.229,11.91
Sandy,5.6,0.08,0.34,27.7,58,16,0.09,1.704,13.3,0.133,16.53
Red,5.6,0.1,0.31,29.1,40,11,0.19,1.032,14.51,0.326,21.95
Red,6.7,0.13,0.37,24.3,220,22,0.3,1.848,5.92,0.133,2.998
Sandy,6.6,0.19,0.3,35,190,2,0.43,0.768,4.89,0.229,3.553
Sandy,6.4,0.16,0.33,30.1,62,14,0.33,2.376,8.498,0.423,12.98
Sandy,6.1,0.14,0.3,15.5,83,16,0.22,1.944,8.927,0.181,10.49
Red,7.1,0.1,0.46,22.3,178,4,0.11,1.608,3.605,0.423,4.004
Red,7.5,0.1,0.4,43.2,173,2,0.11,1.296,3.09,0.447,4.197
Red,6.8,0.07,0.59,23.8,47,3,0.19,1.416,7.124,0.688,22.29
Sandy,6.6,0.07,0.48,29.1,44,2,0.19,0.648,7.811,0.64,21.54
Sandy,6.2,0.19,0.67,28.6,56,3,0.17,0.384,18.2,0.229,16.02
Red,5.8,0.21,0.38,26.7,128,2,0.19,0.888,17.42,0.171,13.66
Sandy,6.7,0.17,0.56,34,154,2,0.57,1.224,8.412,0.664,7.859
Sandy,7.4,0.29,0.4,41.3,111,2,0.46,1.704,4.292,0.519,4.839
Black,7.4,0.13,0.25,23.8,208,9,0.28,18.24,3.444,0.18,2.029
Black,7.5,0.13,0.27,21.4,188,10,0.3,1.632,4.653,0.244,2.254
Black,7.5,0.12,0.23,25.7,199,8,0.08,1.464,3.927,0.308,3.616
Black,7.2,0.09,0.29,11.7,198,5,0.04,1.704,3.263,0.244,4.063
Black,7.1,0.08,0.24,9.7,199,5,0.06,14.16,1.934,0.138,2.076
Black,7.4,0.08,0.24,18.5,270,7,0.07,1.656,2.296,0.138,2.121
Black,7.6,0.11,0.22,25.2,270,4,0.03,0.816,2.477,0.117,1.183
Black,7.7,0.12,0.11,12.6,158,5,0.07,0.6,2.477,0.244,1.429
Black,7.7,0.1,0.16,16.5,151,6,0.04,0.024,2.9,0.096,1.339
Black,7.7,0.17,0.19,10.7,154,7,0.34,0.408,2.598,0.52,1.517
Black,8.2,0.17,0.28,22.8,199,8,0.3,1.464,1.571,0.541,1.473
Black,8.5,0.2,0.47,19.9,184,6,0.31,1.776,1.571,0.541,1.473
Black,8.5,0.23,0.54,19.9,210,7,0.22,1.92,1.631,0.414,1.585
Black,8.7,0.21,0.43,23.3,229,4,0.23,2.4,1.511,0.456,1.54
Black,8.7,0.21,0.51,23.3,216,5,0.13,1.824,3.908,0.711,1.585
Black,8.6,0.2,0.45,16,186,4,0.09,2.28,3.037,0.265,1.25
Black,8.5,0.2,0.43,16,288,4,0.16,1.272,3.202,0.775,1.629
Black,8.5,0.22,0.54,9.7,301,5,0.1,2.208,2.356,0.35,1.339
Black,8.4,0.13,0.41,13.1,211,5,0.1,0.408,2.961,0.265,1.496
Black,8.5,0.12,0.42,12.1,206,4,0.07,0.912,2.779,0.096,1.786
Red,7.8,0.04,0.41,17.5,34,15,0.36,0.024,4.245,0.613,2.229
Brown,7.7,0.03,0.19,16.5,32,13,0.28,1.032,3.102,0.504,1.82
Brown,5.9,0.04,0.48,15.5,39,10,0.31,0.048,13.8,1.158,15.68
Brown,7.1,0.04,0.21,16.5,37,16,0.51,0.408,3.102,0.722,1.567
Brown,5.9,0.04,0.49,17,43,15,0.24,0.48,13.96,1.24,19.02
Red,7.1,0.1,0.39,17,73,21,0.43,0.984,3.02,0.913,1.682
Brown,7.5,0.04,0.07,32,35,16,0.36,1.032,2.939,0.831,1.667
Brown,7.8,0.1,0.2,20.9,53,16,0.52,7.44,3.592,0.849,2.149
Brown,7.5,0.05,0.58,33,27,21,0.36,0.456,12.24,1.022,6.566
Red,7.2,0.04,0.32,28.2,31,16,0.31,0.48,11.35,0.967,6.566
Red,6.7,0.04,0.37,15.5,36,11,0.26,0.792,10.61,1.185,10.94
Black,6.3,0.03,0.38,21.9,53,14,0.62,0.96,11.84,0.831,12.71
Red,6.5,0.03,0.29,18.5,33,10,0.13,0.912,8.653,1.035,8.454
Red,6.1,0.03,0.4,22.3,49,7,0.65,1.248,11.27,0.831,5.602
Black,6.6,0.04,0.32,17,36,12,0.47,0.792,4.653,0.94,3.474
Red,5.7,0.07,0.37,15.5,23,8,0.51,0.408,4.49,0.913,3.233
Red,5.4,0.07,0.25,15.1,26,8,0.22,0.456,9.469,0.886,17.02
Red,5.3,0.08,0.33,15.5,30,16,0.22,1.704,10.04,0.831,17.21
Brown,6.8,0.09,0.35,12.1,33,15,0.24,0.384,7.51,0.695,3.474
Brown,7.1,0.01,0.47,14.6,24,10,0.19,1.704,7.673,0.668,3.072
Sandy,5.8,0.05,1.36,2.4,57,30,0.32,0.48,11.23,0.352,5.32
Sandy,5.6,0.05,1.13,3.9,58,26,1.02,1.44,10.23,0.69,6.32
Black,5.7,0.05,0.67,1.5,58,30,1.02,1.68,9.25,0.56,2.36
Sandy,5.5,0.06,1.51,1,52,29,0.32,1.296,5.32,0.84,1.938
Black,5.5,0.06,1.45,1.5,53,35,0.33,1.68,6.256,0.698,3.21
Black,5.5,0.06,1.57,1.9,55,24,0.62,0.84,5.214,0.243,3.299
Black,5.7,0.07,0.9,1,56,27,0.96,1.008,4.256,0.265,3.21
Black,5.6,0.07,1.15,1.9,54,25,0.86,1.32,3.256,0.369,8.32
Black,5.4,0.06,1.09,1,53,36,0.99,1.08,3.256,0.965,6.321
Sandy,5.5,0.05,0.95,3.9,53,35,0.65,1.128,9.652,1.235,6.321
Sandy,5.5,0.05,1.02,1.9,58,31,1.02,0.6,10.23,0.369,3.214
Sandy,5.5,0.07,1.06,4.4,51,35,1.23,0.648,3.25,0.354,6.321
Sandy,5.7,0.05,1.1,3.9,56,28,0.33,1.512,6.21,0.153,5.321
Sandy,5.6,0.05,1.23,2.4,56,26,0.33,1.992,4.25,0.365,6.23
Sandy,6.1,0.09,1.92,1.9,58,32,0.63,1.224,6.32,0.321,4.215
Sandy,6.1,0.09,1.86,1.5,52,33,0.96,1.248,1.236,0.256,3.21
Sandy,6.2,0.09,1,4.9,54,27,0.24,1.416,0.3254,0.958,6.325
Sandy,6.4,0.13,1.29,14.6,54,38,0.33,0.624,2.365,0.24,8.325
Sandy,6.8,0.14,1.01,12.6,57,31,0.25,1.8,6.325,1.26,6.32
Sandy,6.8,0.04,1.75,4.4,57,47,3.21,1.728,2.365,0.354,2.36
Red,6.4,0.1,0.81,5.3,110,15,0.24,0.504,12.21,0.325,3.256
Red,6.8,0.18,0.71,5.3,30,11,0.2,0.768,32.1,0.365,2.52
Red,6.9,0.15,1,2.9,70,15,1.23,1.008,12.23,0.214,3.65
Red,7,0.08,1.04,3.4,28,20,0.2,0.912,11.23,0.352,2.652
Red,6.8,0.07,0.92,3.9,37,32,0.32,0.984,11.36,0.652,3.256
Red,6.3,0.14,1.45,10.2,50,33,0.23,1.08,10.23,0.235,6.895
Black,6.1,0.09,1.43,9.7,45,29,0.32,1.008,9.68,0.321,6.21
Red,6.2,0.07,1.85,9.2,39,29,0.24,0.384,5.26,0.562,1.621
Red,6.4,0.13,1.45,2.4,47,48,0.32,1.872,6.325,0.325,3.21
Red,6.6,0.07,1.18,7.8,53,19,2.01,0.96,4.26,0.214,3.027
Red,5.6,0.08,1.56,16.5,71,19,1.23,1.032,3.254,0.228,2.365
Red,5.8,0.08,1.58,24.8,74,32,0.33,1.2,8.25,0.325,3.029
Red,5.9,0.07,1.03,11.7,55,34,0.32,0.984,6.32,0.445,3.214
Red,6.2,0.04,1.09,8.7,53,30,0.24,0.912,11.25,0.665,4.21
Red,5.9,0.08,1.19,1.9,55,35,0.32,1.08,8.25,0.886,3.25
Red,6.4,0.09,1.6,3.9,49,35,1.23,0.432,9.652,0.235,4.121
Red,6.5,0.09,1.79,65.6,51,37,0.32,1.68,4.256,0.244,4.364
Red,6.1,0.09,1.49,28.2,52,32,0.52,0.648,3.25,0.23,2.365
Red,6.4,0.07,1.65,27.7,52,39,0.21,0.744,6.325,0.64,1.524
Red,6.5,0.05,1.52,21.4,52,29,0.21,0.6,12.23,0.35,3.21
Black,6.5,0.13,0.61,19.9,43,28,0.37,0.744,22.98,0.593,4.93
Black,4.9,0.08,0.86,25.2,49,13,0.27,1.008,30.29,0.472,9.18
Black,4.9,0.1,0.62,53.4,138,17,0.31,0.96,40.52,0.545,10.84
Black,5.6,0.04,0.32,27.2,33,16,0.06,0.864,20.76,0.714,6.075
Black,5.8,0.03,0.29,18,35,21,0.05,1.536,18.73,0.642,5.093
Black,6.2,0.14,0.81,27.7,139,3,0.5,2.064,15.3,0.375,4.673
Black,6.3,0.21,0.71,30.1,39,6,0.62,1.704,13.46,0.303,4.556
Black,6.2,0.2,1.35,43.7,87,10,1,0.816,22.03,0.278,9.533
Black,5.9,0.27,2.33,49.5,32,2,1.27,1.704,24.7,0.375,13.53
Black,5.5,0.29,1.72,68.5,42,5,1.27,1.032,22.86,0.327,14.21
Black,5.2,0.24,1.04,35.4,80,19,1.11,1.08,21.9,0.278,10.44
Black,4.9,0.09,0.75,64.6,27,26,1.27,2.352,23.56,0.254,11.12
Black,5.1,0.17,0.98,31.1,39,34,0.31,1.032,37.46,0.448,3.785
Black,5.3,0.19,0.76,21.9,39,41,0.2,1.272,38.16,0.424,2.991
Black,5,0.11,0.82,27.7,41,21,0.2,1.704,38.35,0.412,2.85
Black,4.9,0.12,0.86,31.1,54,14,0.14,0.984,36.63,0.23,2.664
Black,4.9,0.13,0.55,31.1,41,16,0.41,0.576,24.38,0.981,10.58
Black,5.4,0.14,0.7,29.1,55,26,0.28,0.744,21.46,0.835,10.65
Black,5.4,0.13,0.96,43.2,80,18,0.24,1.248,26.1,0.327,8.832
Black,5.5,0.14,1,40.8,92,25,0.66,1.464,28.32,0.424,19.53
Sandy,8,0.08,0.21,23.8,82,18,0.14,0.888,2.318,0.109,1.251
Sandy,7.7,0.06,0.21,18,34,1,0.1,0.984,2.06,0.06,1.739
Sandy,6.5,0.18,0.53,12.1,71,16,0.23,1.08,13.225,0.857,0.134
Sandy,7.4,0.1,0.19,16,205,14,0.02,0.768,11.76,0.471,6.618
Sandy,7.1,0.08,0.18,23.8,39,3,0.06,0.984,10.9,0.374,5.589
Sandy,6,0.04,0.31,31.1,72,14,0.08,0.72,31.07,0.012,3.769
Sandy,5.7,0.06,0.38,47.6,47,28,0.06,1.008,28.93,0.012,2.548
Sandy,5.4,0.04,0.26,20.9,79,12,0.12,0.672,23.43,0.471,14.15
Sandy,5.7,0.04,0.2,16.5,38,20,0.19,4.128,23.95,0.278,10.94
Sandy,6.1,0.15,0.81,16,101,7,0.5,3.888,22.15,0.1027,20.24
Sandy,6.7,0.05,0.44,19.4,124,3,0.41,1.968,12.45,0.181,7.559
Sandy,6,0.04,0.2,16,68,3,0.16,0.792,15.19,0.181,19.06
Sandy,6.5,0.05,0.29,17,81,4,0.03,1.56,12.4,0.519,4.668
Sandy,7,0.23,0.25,14.6,138,3,0.18,1.488,6.266,0.085,4.69
Sandy,7.3,0.13,0.18,31.6,60,3,0.07,1.704,5.923,0.133,4.497
Sandy,6.8,0.08,0.26,50.5,54,1,0.12,1.224,12.88,0.616,18.37
Sandy,7.4,0.06,0.26,55.8,52,1,0.09,1.152,6.524,0.374,3.533
Sandy,7.4,0.08,0.19,33.5,58,4,0.21,1.752,8.841,0.471,4.176
Sandy,6.3,0.07,0.16,28.6,226,1,0.02,0.864,18.8,0.205,17.32
Black,6.5,0.18,0.29,47.1,182,10,0.24,1.176,8.24,0.447,6.488
Red,7.5,0.08,0.27,26.2,263,13,0.18,1.248,3.263,0.223,1.652
Red,7.8,0.09,0.25,41.3,267,9,0.14,1.128,3.082,0.244,1.696
Red,7.9,0.06,0.32,59.2,271,11,0.18,1.056,2.659,0.202,1.763
Red,7.9,0.08,0.29,68,264,25,0.2,1.32,2.538,0.223,1.83
Red,7.9,0.08,0.24,49,264,20,0.16,0.84,3.021,0.265,1.719
Red,7.7,0.06,0.26,50.5,191,13,0.08,2.04,2.961,0.032,2.478
Red,7.6,0.05,0.32,24.8,191,14,0.1,1.776,2.719,0.223,3.103
Red,7.6,0.07,0.24,15.5,199,43,0.08,1.392,3.505,0.223,2.857
Red,7.5,0.11,0.28,14.6,270,6,0.25,0.216,3.746,0.065,1.228
Red,8,0.12,0.26,47.6,251,6,0.24,2.376,2.9,0.055,1.228
Sandy,8.2,0.11,0.22,48.1,244,10,0.2,1.536,1.752,0.05,1.228
Sandy,8.2,0.05,0.3,24.8,174,7,0.03,20.4,2.598,0.072,1.786
Sandy,7.7,0.05,0.24,55.8,158,7,0.02,1.248,2.417,0.126,1.607
Sandy,7.8,0.05,0.26,18.5,149,4,0.07,1.488,3.021,0.223,2.679
Sandy,7.8,0.09,0.27,24.8,193,12,0.06,1.56,3.202,0.265,2.79
Sandy,7.5,0.08,0.31,34,194,7,0.07,0.792,3.444,0.223,2.5
Sandy,7.2,0.09,0.3,19.4,187,25,0.24,1.056,3.021,0.265,2.054
Sandy,7.6,0.11,0.35,26.2,193,10,0.24,1.752,3.202,0.169,1.719
Sandy,7.6,0.12,0.4,34,195,10,0.26,1.536,3.021,0.31,3.036
Sandy,7.6,0.12,0.29,34.5,198,15,0.27,1.08,3.202,0.223,2.098
Brown,6.5,0.09,0.43,22.8,71,49,0.37,0.072,14.78,1.076,19.42
Brown,6.5,0.07,0.44,19.4,59,13,0.4,0.384,15.67,1.24,21.43
Black,7.5,0.23,0.58,42.2,159,3,0.53,1.152,2.385,0.559,3.196
Black,7.5,0.23,0.66,33.5,167,4,0.57,0.768,2.99,0.546,2.658
Brown,7.8,0.08,0.21,20.9,54,8,0.57,1.248,2.694,0.64,2.59
Brown,8.7,0.12,0.5,37.9,93,2,0.46,0.048,2.612,0.64,2.631
Black,8.6,0.08,0.19,22.3,45,7,0.51,0.048,3.51,0.695,2.102
Brown,8,0.12,0.52,66.5,157,2,1.81,0.072,11.23,0.64,1.767
Black,8.1,0.15,0.16,26.7,38,11,0.42,0.048,5.061,0.613,1.425
Brown,8.4,0.08,0.25,25.2,80,2,0.47,0.264,2.367,0.749,2.078
Brown,8.4,0.08,0.38,25.7,87,9,1.73,0.432,3.02,0.831,1.426
